transaction_id,grant_id,fiscal_year,period,period_date,budget_line,appropriation,budgeted,obligated,expended,cost_center,source_system,classification
ERP-MOCK-2026-00255,MOCK-ONR-N00014-25-C-0032,2026,2026-06,2026-06-30,Applied Research,6.1,62500.0,33468.75,23906.25,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00256,MOCK-ONR-N00014-25-C-0032,2026,2026-07,2026-07-30,Basic Research,6.1,62500.0,33468.75,26456.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00257,MOCK-ONR-N00014-24-C-0033,2026,2026-01,2026-01-01,Applied Research,6.2,341666.67,154262.5,110187.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00258,MOCK-ONR-N00014-24-C-0033,2026,2026-01,2026-01-31,Advanced Technology Dev,6.2,341666.67,154262.5,121940.83,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00259,MOCK-ONR-N00014-24-C-0033,2026,2026-03,2026-03-02,RDT&E Management Support,6.2,341666.67,154262.5,133694.17,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00260,MOCK-ONR-N00014-24-C-0033,2026,2026-04,2026-04-01,Applied Research,6.2,341666.67,154262.5,110187.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00261,MOCK-ONR-N00014-24-C-0033,2026,2026-05,2026-05-01,Applied Research,6.2,341666.67,154262.5,121940.83,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00262,MOCK-ONR-N00014-24-C-0033,2026,2026-05,2026-05-31,Advanced Technology Dev,6.2,341666.67,154262.5,133694.17,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00263,MOCK-ONR-N00014-24-C-0033,2026,2026-06,2026-06-30,Advanced Technology Dev,6.2,341666.67,154262.5,110187.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00264,MOCK-ONR-N00014-24-C-0033,2026,2026-07,2026-07-30,Applied Research,6.2,341666.67,154262.5,121940.83,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00265,MOCK-ONR-N00014-25-C-0034,2026,2026-01,2026-01-01,Advanced Technology Dev,6.1,104166.67,51406.25,36718.75,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00266,MOCK-ONR-N00014-25-C-0034,2026,2026-01,2026-01-31,Advanced Technology Dev,6.1,104166.67,51406.25,40635.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00267,MOCK-ONR-N00014-25-C-0034,2026,2026-03,2026-03-02,Applied Research,6.1,104166.67,51406.25,44552.08,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00268,MOCK-ONR-N00014-25-C-0034,2026,2026-04,2026-04-01,RDT&E Management Support,6.1,104166.67,51406.25,36718.75,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00269,MOCK-ONR-N00014-25-C-0034,2026,2026-05,2026-05-01,RDT&E Management Support,6.1,104166.67,51406.25,40635.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00270,MOCK-ONR-N00014-25-C-0034,2026,2026-05,2026-05-31,Advanced Technology Dev,6.1,104166.67,51406.25,44552.08,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00271,MOCK-ONR-N00014-25-C-0034,2026,2026-06,2026-06-30,Applied Research,6.1,104166.67,51406.25,36718.75,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00272,MOCK-ONR-N00014-25-C-0034,2026,2026-07,2026-07-30,RDT&E Management Support,6.1,104166.67,51406.25,40635.42,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00273,MOCK-ONR-N00014-25-C-0035,2026,2026-01,2026-01-01,Advanced Technology Dev,6.3,341666.67,139912.5,99937.5,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00274,MOCK-ONR-N00014-25-C-0035,2026,2026-01,2026-01-31,Advanced Technology Dev,6.3,341666.67,139912.5,110597.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00275,MOCK-ONR-N00014-25-C-0035,2026,2026-03,2026-03-02,Advanced Technology Dev,6.3,341666.67,139912.5,121257.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00276,MOCK-ONR-N00014-25-C-0035,2026,2026-04,2026-04-01,RDT&E Management Support,6.3,341666.67,139912.5,99937.5,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00277,MOCK-ONR-N00014-25-C-0035,2026,2026-05,2026-05-01,Basic Research,6.3,341666.67,139912.5,110597.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00278,MOCK-ONR-N00014-25-C-0035,2026,2026-05,2026-05-31,Advanced Technology Dev,6.3,341666.67,139912.5,121257.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00279,MOCK-ONR-N00014-25-C-0035,2026,2026-06,2026-06-30,Basic Research,6.3,341666.67,139912.5,99937.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00280,MOCK-ONR-N00014-25-C-0035,2026,2026-07,2026-07-30,RDT&E Management Support,6.3,341666.67,139912.5,110597.5,ONR-08-DA,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00281,MOCK-ONR-N00014-25-C-0036,2026,2026-01,2026-01-01,RDT&E Management Support,6.1,29166.67,10718.75,7656.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00282,MOCK-ONR-N00014-25-C-0036,2026,2026-01,2026-01-31,Applied Research,6.1,29166.67,10718.75,8472.92,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00283,MOCK-ONR-N00014-25-C-0036,2026,2026-03,2026-03-02,RDT&E Management Support,6.1,29166.67,10718.75,9289.58,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00284,MOCK-ONR-N00014-25-C-0036,2026,2026-04,2026-04-01,Basic Research,6.1,29166.67,10718.75,7656.25,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00285,MOCK-ONR-N00014-25-C-0036,2026,2026-05,2026-05-01,Applied Research,6.1,29166.67,10718.75,8472.92,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00286,MOCK-ONR-N00014-25-C-0036,2026,2026-05,2026-05-31,Basic Research,6.1,29166.67,10718.75,9289.58,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00287,MOCK-ONR-N00014-25-C-0036,2026,2026-06,2026-06-30,Applied Research,6.1,29166.67,10718.75,7656.25,ONR-31-SNT,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-2026-00288,MOCK-ONR-N00014-25-C-0036,2026,2026-07,2026-07-30,RDT&E Management Support,6.1,29166.67,10718.75,8472.92,ONR-08-OPS,mock_erp,MOCK_UNCLASSIFIED
ERP-MOCK-BAD-00001,MOCK-ONR-N00014-26-C-0001,2026,2026-03,2026-03-01,Applied Research,6.2,10000.0,10000.0,-500.0,ONR-08-FIN,mock_erp,MOCK_UNCLASSIFIED
